"","OTU","s_A2","s_A3","s_A4","s_B1","s_B2","s_B4","s_C1","s_C2","s_C3","w_A1","w_A2","w_A3","w_A4","w_B1","w_B2","w_B3","w_B4","w_C1","w_C2","w_C3","w_C4","Taxa","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"992",1773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Ciliophora(0.2888),c:Intramacronucleata(0.1798),o:Spirotrichea(0.0424),f:Euplotia(0.0090),g:Diophrys(0.0019)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Euplotia","Diophrys",NA
"993",1774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.9898),p:Florideophycidae(0.3231),c:Rhodymeniophycidae(0.1635),o:Unknown_Order_1003051(0.0597),f:Unknown_Family_1003052(0.0302),g:Betaphycus(0.0019)","Eukaryota","Florideophycidae","Rhodymeniophycidae","Unknown_Order_1003051","Unknown_Family_1003052","Betaphycus",NA
"994",1777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.6959),p:Dinoflagellata(0.1325),c:Dinophyceae(0.0715),o:Dinophysiales(0.0134),f:Unknown_Family_1003852(0.0050),g:Sinophysis(0.0015)","Eukaryota","Dinoflagellata","Dinophyceae","Dinophysiales","Unknown_Family_1003852","Sinophysis",NA
"995",1778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.8090),p:Ciliophora(0.1725),c:Intramacronucleata(0.0948),o:Spirotrichea(0.0167),f:Euplotia(0.0067),g:Diophrys(0.0017)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Euplotia","Diophrys",NA
"996",1780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Unknown_Phylum_1002968(0.5646),c:Ulvophyceae(0.3969),o:Unknown_Order_1003017(0.3132),f:Unknown_Family_1003018(0.1788),g:Unknown_Genus_1001105(0.0628)","Eukaryota","Unknown_Phylum_1002968","Ulvophyceae","Unknown_Order_1003017","Unknown_Family_1003018","Unknown_Genus_1001105",NA
"997",1782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.8316),p:Dinoflagellata(0.1725),c:Dinophyceae(0.0948),o:Gymnodiniphycidae(0.0167),f:Gymnodinium_clade(0.0067),g:Polykrikos(0.0017)","Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Gymnodinium_clade","Polykrikos",NA
"998",1797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.9220),p:Ciliophora(0.1992),c:Intramacronucleata(0.1104),o:Spirotrichea(0.0189),f:Hypotrichia(0.0078),g:Uronychia(0.0018)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Hypotrichia","Uronychia",NA
"999",1801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Mollusca(0.7719),c:Gastropoda(0.8012),o:Heterobranchia(0.8203),f:Unknown_Family_1003514(0.8978),g:Unknown_Genus_1001411(0.8584)","Eukaryota","Mollusca","Gastropoda","Heterobranchia","Unknown_Family_1003514","Unknown_Genus_1001411",NA
"1000",1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.6733),p:Ciliophora(0.1458),c:Intramacronucleata(0.0793),o:Spirotrichea(0.0145),f:Hypotrichia(0.0050),g:Holosticha(0.0015)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Hypotrichia","Holosticha",NA
"1001",1815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Dinoflagellata(0.2392),c:Dinophyceae(0.1337),o:Peridiniphycidae(0.0252),f:Thoracosphaeraceae(0.0117),g:uncultured_9329(0.0032)","Eukaryota","Dinoflagellata","Dinophyceae","Peridiniphycidae","Thoracosphaeraceae","uncultured_9329",NA
"1002",1819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.6733),p:Cnidaria(0.1325),c:Anthozoa(0.0715),o:Actiniaria(0.0134),f:Unknown_Family_1003256(0.0050),g:Unknown_Genus_1001555(0.0015)","Eukaryota","Cnidaria","Anthozoa","Actiniaria","Unknown_Family_1003256","Unknown_Genus_1001555",NA
"1003",1823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7411),p:Dinoflagellata(0.1458),c:Dinophyceae(0.0793),o:Gymnodiniphycidae(0.0145),f:Incertae_Sedis_9247(0.0056),g:Cochlodinium(0.0015)","Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Incertae_Sedis_9247","Cochlodinium",NA
"1004",1827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7411),p:Dinoflagellata(0.1458),c:Dinophyceae(0.0793),o:Gymnodiniphycidae(0.0145),f:Suessiaceae(0.0056),g:Biecheleria(0.0015)","Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Suessiaceae","Biecheleria",NA
"1005",1842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.8542),p:Ciliophora(0.2125),c:Intramacronucleata(0.1181),o:Spirotrichea(0.0189),f:Hypotrichia(0.0073),g:Anteholosticha(0.0017)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Hypotrichia","Anteholosticha",NA
"1006",1849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.6733),p:Apicomplexa(0.1458),c:Conoidasida(0.0793),o:Coccidia(0.0145),f:Eimeriorina(0.0056),g:Cystoisospora(0.0015)","Eukaryota","Apicomplexa","Conoidasida","Coccidia","Eimeriorina","Cystoisospora",NA
"1007",1859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.6055),p:Ochrophyta(0.1325),c:Diatomea(0.0715),o:Bacillariophytina(0.0112),f:Bacillariophyceae(0.0039),g:Hantzschia(0.0013)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Hantzschia",NA
"1008",1860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7638),p:Ciliophora(0.1592),c:Intramacronucleata(0.0870),o:Spirotrichea(0.0156),f:Hypotrichia(0.0061),g:Uronychia(0.0016)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Hypotrichia","Uronychia",NA
"1009",1862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.6733),p:Ochrophyta(0.1325),c:Diatomea(0.0715),o:Bacillariophytina(0.0134),f:Bacillariophyceae(0.0050),g:Nitzschia(0.0014)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Nitzschia",NA
"1010",1869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.8542),p:Basidiomycota(0.1992),c:Agaricomycetes(0.1026),o:Agaricales(0.0178),f:Pluteaceae(0.0073),g:Pluteus(0.0017)","Eukaryota","Basidiomycota","Agaricomycetes","Agaricales","Pluteaceae","Pluteus",NA
"1011",1885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Discosea(0.2392),c:Longamoebia(0.1337),o:Centramoebida(0.0252),f:Unknown_Family_1002759(0.0117),g:Acanthamoeba(0.0032)","Eukaryota","Discosea","Longamoebia","Centramoebida","Unknown_Family_1002759","Acanthamoeba",NA
"1012",1888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.8768),p:Cryptomonadales(0.1992),c:Unknown_Class_1003091(0.1104),o:Unknown_Order_1003092(0.0189),f:Unknown_Family_1003093(0.0078),g:Teleaulax(0.0018)","Eukaryota","Cryptomonadales","Unknown_Class_1003091","Unknown_Order_1003092","Unknown_Family_1003093","Teleaulax",NA
"1013",1919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Prymnesiophyceae(0.8111),c:Isochrysidales(0.7802),o:Unknown_Order_1003163(0.7919),f:Unknown_Family_1003164(0.8455),g:Emiliania(0.4711)","Eukaryota","Prymnesiophyceae","Isochrysidales","Unknown_Order_1003163","Unknown_Family_1003164","Emiliania",NA
"1014",1920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.6507),p:Discosea(0.1458),c:Longamoebia(0.0793),o:Centramoebida(0.0145),f:Unknown_Family_1002759(0.0056),g:Acanthamoeba(0.0015)","Eukaryota","Discosea","Longamoebia","Centramoebida","Unknown_Family_1002759","Acanthamoeba",NA
"1015",1927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Cnidaria(0.3060),c:Anthozoa(0.1961),o:Actiniaria(0.0942),f:Unknown_Family_1003256(0.0486),g:Unknown_Genus_1001555(0.0150)","Eukaryota","Cnidaria","Anthozoa","Actiniaria","Unknown_Family_1003256","Unknown_Genus_1001555",NA
"1016",1939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Annelida(0.5648),c:Polychaeta(0.4105),o:Unknown_Order_1003322(0.3239),f:Orbiniidae(0.2432),g:Unknown_Genus_1001203(0.1693)","Eukaryota","Annelida","Polychaeta","Unknown_Order_1003322","Orbiniidae","Unknown_Genus_1001203",NA
"1017",1943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Florideophycidae(0.7792),c:Rhodymeniophycidae(0.4014),o:Unknown_Order_1003051(0.3352),f:Unknown_Family_1003052(0.1977),g:Unknown_Genus_1001112(0.0328)","Eukaryota","Florideophycidae","Rhodymeniophycidae","Unknown_Order_1003051","Unknown_Family_1003052","Unknown_Genus_1001112",NA
"1018",1947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Dinoflagellata(0.2392),c:Dinophyceae(0.1337),o:Gymnodiniphycidae(0.0252),f:Unknown_Family_1003853(0.0117),g:Gyrodinium(0.0032)","Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Unknown_Family_1003853","Gyrodinium",NA
"1019",1948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Protalveolata(0.4771),c:Syndiniales(0.3594),o:Unknown_Order_1003905(0.2668),f:Unknown_Family_1003906(0.1410),g:Amoebophrya(0.0466)","Eukaryota","Protalveolata","Syndiniales","Unknown_Order_1003905","Unknown_Family_1003906","Amoebophrya",NA
"1020",1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7411),p:Basidiomycota(0.1458),c:Agaricomycetes(0.0793),o:Hymenochaetales(0.0145),f:Tubulicrinaceae(0.0056),g:Hyphodontia(0.0015)","Eukaryota","Basidiomycota","Agaricomycetes","Hymenochaetales","Tubulicrinaceae","Hyphodontia",NA
"1021",1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Cnidaria(0.3060),c:Anthozoa(0.1961),o:Actiniaria(0.0942),f:Unknown_Family_1003256(0.0486),g:Unknown_Genus_1001555(0.0150)","Eukaryota","Cnidaria","Anthozoa","Actiniaria","Unknown_Family_1003256","Unknown_Genus_1001555",NA
"1022",1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Cryptomonadales(0.4428),c:Unknown_Class_1003091(0.3267),o:Unknown_Order_1003092(0.2323),f:Unknown_Family_1003093(0.1223),g:Teleaulax(0.0210)","Eukaryota","Cryptomonadales","Unknown_Class_1003091","Unknown_Order_1003092","Unknown_Family_1003093","Teleaulax",NA
"1023",1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Dinoflagellata(0.3231),c:Dinophyceae(0.2125),o:Gymnodiniphycidae(0.1115),f:Gymnodinium_clade(0.0486),g:Gymnodinium(0.0150)","Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Gymnodinium_clade","Gymnodinium",NA
"1024",1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Basidiomycota(0.2888),c:Agaricomycetes(0.1798),o:Hymenochaetales(0.0769),f:Rickenellaceae(0.0394),g:Resinicium(0.0091)","Eukaryota","Basidiomycota","Agaricomycetes","Hymenochaetales","Rickenellaceae","Resinicium",NA
"1025",1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7638),p:Discosea(0.1858),c:Longamoebia(0.1026),o:Centramoebida(0.0178),f:Unknown_Family_1002759(0.0073),g:Acanthamoeba(0.0017)","Eukaryota","Discosea","Longamoebia","Centramoebida","Unknown_Family_1002759","Acanthamoeba",NA
"1026",1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Tunicata(0.3573),c:Ascidiacea(0.2451),o:Stolidobranchia(0.1460),f:Unknown_Family_1003632(0.0762),g:Unknown_Genus_1001333(0.0239)","Eukaryota","Tunicata","Ascidiacea","Stolidobranchia","Unknown_Family_1003632","Unknown_Genus_1001333",NA
"1027",1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Ochrophyta(0.4086),c:Diatomea(0.2941),o:Coscinodiscophytina(0.0424),f:Fragilariales(0.0209),g:Thalassionema(0.0062)","Eukaryota","Ochrophyta","Diatomea","Coscinodiscophytina","Fragilariales","Thalassionema",NA
"1028",1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7185),p:Ciliophora(0.1592),c:Intramacronucleata(0.0870),o:Spirotrichea(0.0156),f:Unknown_Family_1003834(0.0050),g:Unknown_Genus_1001751(0.0015)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Unknown_Family_1003834","Unknown_Genus_1001751",NA
"1029",1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Ciliophora(0.2392),c:Intramacronucleata(0.1337),o:Spirotrichea(0.0252),f:Euplotia(0.0117),g:Diophrys(0.0032)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Euplotia","Diophrys",NA
"1030",1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Ochrophyta(0.7409),c:Diatomea(0.7872),o:Coscinodiscophytina(0.2803),f:Fragilariales(0.1504),g:Licmophora(0.0507)","Eukaryota","Ochrophyta","Diatomea","Coscinodiscophytina","Fragilariales","Licmophora",NA
"1031",2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7411),p:Ciliophora(0.1458),c:Intramacronucleata(0.0793),o:Spirotrichea(0.0145),f:Euplotia(0.0056),g:Diophrys(0.0015)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Euplotia","Diophrys",NA
"1032",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.8316),p:Ochrophyta(0.1725),c:Diatomea(0.0948),o:Bacillariophytina(0.0167),f:Bacillariophyceae(0.0067),g:Nitzschia(0.0017)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Nitzschia",NA
"1033",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Ciliophora(0.5455),c:Intramacronucleata(0.3969),o:Spirotrichea(0.3132),f:Oligotrichia(0.1131),g:Strombidium(0.0239)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Oligotrichia","Strombidium",NA
"1034",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.8994),p:Ochrophyta(0.2258),c:Diatomea(0.1259),o:Bacillariophytina(0.0189),f:Bacillariophyceae(0.0078),g:Nitzschia(0.0017)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Nitzschia",NA
"1035",2031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.8316),p:Dinoflagellata(0.1858),c:Dinophyceae(0.1026),o:Gymnodiniphycidae(0.0167),f:Unknown_Family_1003853(0.0067),g:Gyrodinium(0.0017)","Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Unknown_Family_1003853","Gyrodinium",NA
"1036",2054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Dinoflagellata(0.3915),c:Dinophyceae(0.2778),o:Gymnodiniphycidae(0.1805),f:Gymnodinium_clade(0.0946),g:Spiniferodinium(0.0298)","Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Gymnodinium_clade","Spiniferodinium",NA
"1037",2078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Phragmoplastophyta(0.5899),c:Embryophyta(0.5773),o:Brassicales(0.3239),f:Unknown_Family_1002902(0.2432),g:Brassica(0.0669)","Eukaryota","Phragmoplastophyta","Embryophyta","Brassicales","Unknown_Family_1002902","Brassica",NA
"1038",2081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7864),p:Ciliophora(0.1725),c:Intramacronucleata(0.0948),o:Spirotrichea(0.0167),f:Euplotia(0.0061),g:Discocephalus(0.0016)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Euplotia","Discocephalus",NA
"1039",2086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.9672),p:Dinoflagellata(0.2125),c:Dinophyceae(0.1181),o:Gymnodiniphycidae(0.0201),f:Unknown_Family_1003853(0.0084),g:Gyrodinium(0.0019)","Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Unknown_Family_1003853","Gyrodinium",NA
"1040",2099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.9672),p:Dinoflagellata(0.2125),c:Dinophyceae(0.1181),o:Gymnodiniphycidae(0.0201),f:Unknown_Family_1003853(0.0084),g:Gyrodinium(0.0019)","Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Unknown_Family_1003853","Gyrodinium",NA
"1041",2101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.9672),p:Basidiomycota(0.2258),c:Agaricomycetes(0.1259),o:Cantharellales(0.0201),f:Hydnaceae(0.0084),g:Hydnum(0.0019)","Eukaryota","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Hydnum",NA
"1042",2103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.9672),p:Dinoflagellata(0.2392),c:Dinophyceae(0.1259),o:Gymnodiniphycidae(0.0212),f:Unknown_Family_1003853(0.0090),g:Gyrodinium(0.0019)","Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Unknown_Family_1003853","Gyrodinium",NA
"1043",2119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Ochrophyta(0.4600),c:Diatomea(0.3431),o:Bacillariophytina(0.1115),f:Bacillariophyceae(0.0578),g:Psammodictyon(0.0180)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Psammodictyon",NA
"1044",2126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.6507),p:Basidiomycota(0.1325),c:Agaricomycetes(0.0715),o:Boletales(0.0123),f:Boletinellaceae(0.0044),g:Phlebopus(0.0014)","Eukaryota","Basidiomycota","Agaricomycetes","Boletales","Boletinellaceae","Phlebopus",NA
"1045",2130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7864),p:Ciliophora(0.1725),c:Intramacronucleata(0.0948),o:Spirotrichea(0.0167),f:Euplotia(0.0067),g:Diophrys(0.0017)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Euplotia","Diophrys",NA
"1046",2131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.9220),p:Ochrophyta(0.2392),c:Diatomea(0.1337),o:Bacillariophytina(0.0189),f:Bacillariophyceae(0.0078),g:Fragilariopsis(0.0018)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Fragilariopsis",NA
"1047",2134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.9898),p:Dinoflagellata(0.2546),c:Dinophyceae(0.1472),o:Gymnodiniphycidae(0.0424),f:Unknown_Family_1003853(0.0209),g:Gyrodinium(0.0062)","Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Unknown_Family_1003853","Gyrodinium",NA
"1048",2139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.8994),p:Ochrophyta(0.2546),c:Diatomea(0.1181),o:Bacillariophytina(0.0178),f:Bacillariophyceae(0.0073),g:Psammodictyon(0.0017)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Psammodictyon",NA
"1049",2144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Ochrophyta(0.2717),c:Diatomea(0.1635),o:Bacillariophytina(0.0252),f:Bacillariophyceae(0.0117),g:Nitzschia(0.0032)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Nitzschia",NA
"1050",2148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7864),p:Ochrophyta(0.2258),c:Diatomea(0.1259),o:Bacillariophytina(0.0167),f:Bacillariophyceae(0.0067),g:Nitzschia(0.0017)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Nitzschia",NA
"1051",2149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.6055),p:Ochrophyta(0.1058),c:Diatomea(0.0559),o:Bacillariophytina(0.0112),f:Bacillariophyceae(0.0039),g:Fragilariopsis(0.0013)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Fragilariopsis",NA
"1052",2155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7864),p:Ciliophora(0.1592),c:Intramacronucleata(0.0870),o:Spirotrichea(0.0156),f:Euplotia(0.0061),g:Discocephalus(0.0016)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Euplotia","Discocephalus",NA
"1053",2160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.9898),p:Dinoflagellata(0.2258),c:Dinophyceae(0.1259),o:Gymnodiniphycidae(0.0201),f:Gymnodinium_clade(0.0084),g:Gymnodinium(0.0019)","Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Gymnodinium_clade","Gymnodinium",NA
"1054",2163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7411),p:Ciliophora(0.1592),c:Intramacronucleata(0.0870),o:Spirotrichea(0.0156),f:Euplotia(0.0056),g:Discocephalus(0.0015)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Euplotia","Discocephalus",NA
"1055",2179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.6959),p:Ciliophora(0.1592),c:Intramacronucleata(0.0870),o:Spirotrichea(0.0156),f:Hypotrichia(0.0056),g:Onychodromopsis(0.0015)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Hypotrichia","Onychodromopsis",NA
"1056",2190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7864),p:Ciliophora(0.1992),c:Intramacronucleata(0.1104),o:Spirotrichea(0.0189),f:Hypotrichia(0.0067),g:Onychodromopsis(0.0016)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Hypotrichia","Onychodromopsis",NA
"1057",2193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.6507),p:Ciliophora(0.1325),c:Intramacronucleata(0.0715),o:Spirotrichea(0.0134),f:Euplotia(0.0050),g:Discocephalus(0.0014)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Euplotia","Discocephalus",NA
"1058",2196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7864),p:Ciliophora(0.1592),c:Intramacronucleata(0.0870),o:Spirotrichea(0.0156),f:Euplotia(0.0061),g:Discocephalus(0.0016)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Euplotia","Discocephalus",NA
"1059",2201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.5151),p:Basidiomycota(0.0925),c:Agaricomycetes(0.0482),o:Cantharellales(0.0100),f:Hydnaceae(0.0033),g:Hydnum(0.0013)","Eukaryota","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Hydnum",NA
"1060",2213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.6281),p:Basidiomycota(0.1192),c:Agaricomycetes(0.0637),o:Hymenochaetales(0.0112),f:Rickenellaceae(0.0039),g:Skvortzovia(0.0013)","Eukaryota","Basidiomycota","Agaricomycetes","Hymenochaetales","Rickenellaceae","Skvortzovia",NA
"1061",2227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.8316),p:Ochrophyta(0.1725),c:Diatomea(0.0948),o:Bacillariophytina(0.0167),f:Bacillariophyceae(0.0067),g:Nitzschia(0.0017)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Nitzschia",NA
